0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Empoli,Torino,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Empoli,Verona,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Empoli,Sassuolo,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Empoli,Venezia,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Empoli,Sampdoria,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Empoli,Genoa,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Empoli,Cagliari,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Empoli,Salernitana,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Torino,Napoli,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Torino,Milan,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Torino,Inter,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Torino,Roma,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Torino,Juventus,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Torino,Bologna,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Torino,Fiorentina,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Torino,Udinese,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Torino,Empoli,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Torino,Verona,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Torino,Sassuolo,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Torino,Venezia,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Torino,Sampdoria,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Torino,Genoa,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Torino,Cagliari,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Torino,Salernitana,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Verona,Napoli,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Verona,Milan,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Verona,Inter,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Verona,Roma,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Verona,Juventus,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Verona,Bologna,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Verona,Fiorentina,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Verona,Udinese,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Verona,Empoli,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Verona,Torino,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Verona,Sassuolo,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Verona,Venezia,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Verona,Sampdoria,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Verona,Genoa,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Verona,Cagliari,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Verona,Salernitana,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Sassuolo,Napoli,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Sassuolo,Milan,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Sassuolo,Inter,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Sassuolo,Roma,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Sassuolo,Juventus,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Sassuolo,Bologna,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Sassuolo,Fiorentina,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Sassuolo,Udinese,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Sassuolo,Empoli,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Sassuolo,Torino,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Sassuolo,Verona,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Sassuolo,Venezia,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Sassuolo,Sampdoria,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Sassuolo,Genoa,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Sassuolo,Cagliari,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Sassuolo,Salernitana,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Venezia,Napoli,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Venezia,Milan,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Venezia,Inter,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Venezia,Roma,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Venezia,Juventus,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Venezia,Bologna,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Venezia,Fiorentina,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Venezia,Udinese,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Venezia,Empoli,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Venezia,Torino,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Venezia,Verona,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Venezia,Sassuolo,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Venezia,Sampdoria,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Venezia,Genoa,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Venezia,Cagliari,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Venezia,Salernitana,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Sampdoria,Napoli,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Sampdoria,Milan,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Sampdoria,Inter,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Sampdoria,Roma,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Sampdoria,Juventus,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Sampdoria,Bologna,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Sampdoria,Fiorentina,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Sampdoria,Udinese,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Sampdoria,Empoli,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Sampdoria,Torino,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Sampdoria,Verona,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Sampdoria,Sassuolo,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Sampdoria,Venezia,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Sampdoria,Genoa,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Sampdoria,Cagliari,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Sampdoria,Salernitana,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Genoa,Napoli,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Genoa,Milan,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Genoa,Inter,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Genoa,Roma,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Genoa,Juventus,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Genoa,Bologna,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Genoa,Fiorentina,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Genoa,Udinese,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Genoa,Empoli,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Genoa,Torino,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Genoa,Verona,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Genoa,Sassuolo,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Genoa,Venezia,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Genoa,Sampdoria,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Genoa,Cagliari,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
Genoa,Salernitana,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Cagliari,Napoli,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Cagliari,Milan,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Cagliari,Inter,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Cagliari,Roma,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Cagliari,Juventus,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Cagliari,Bologna,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Cagliari,Fiorentina,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Cagliari,Udinese,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Cagliari,Empoli,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Cagliari,Torino,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Cagliari,Verona,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Cagliari,Sassuolo,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Cagliari,Venezia,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Cagliari,Sampdoria,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Cagliari,Genoa,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Cagliari,Salernitana,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79
Salernitana,Napoli,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,86.0,82.0,88.0,79.0,80.44,77.63,81.0,79.67
Salernitana,Milan,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,84.0,84.0,86.0,84.0,80.0,78.89,78.6,79.38
Salernitana,Inter,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,85.0,86.0,86.0,86.0,80.45,81.82,82.5,81.06
Salernitana,Roma,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,83.0,81.0,83.0,82.0,77.25,78.25,78.2,78.05
Salernitana,Juventus,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,87.0,84.0,87.0,88.0,81.7,80.89,82.6,81.96
Salernitana,Bologna,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,81.0,78.0,77.0,75.0,72.44,73.91,72.4,73.15
Salernitana,Fiorentina,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,78.0,80.0,79.0,77.0,74.43,75.6,74.33,74.65
Salernitana,Udinese,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,75.0,80.0,75.0,79.0,72.86,74.11,72.33,73.46
Salernitana,Empoli,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,73.0,72.0,73.0,71.0,69.86,69.13,70.5,69.75
Salernitana,Torino,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,81.0,78.0,79.0,76.0,73.2,72.3,72.14,72.62
Salernitana,Verona,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,78.0,78.0,81.0,74.0,74.3,74.33,74.67,74.25
Salernitana,Sassuolo,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,82.0,77.0,75.0,81.0,71.4,73.56,76.75,73.36
Salernitana,Venezia,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,74.0,72.0,76.0,70.0,69.78,68.22,70.0,69.22
Salernitana,Sampdoria,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,82.0,79.0,74.0,78.0,72.0,74.89,76.8,74.22
Salernitana,Genoa,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,78.0,76.0,76.0,82.0,72.75,72.1,75.33,72.8
Salernitana,Cagliari,74.0,73.0,73.0,73.0,66.8,67.88,69.67,67.79,80.0,77.0,80.0,81.0,70.13,71.4,76.5,71.88
